iter	MAE
437	40.59781513
438	40.5407386
439	40.48957719
440	40.42626434
441	40.34882177
442	40.24402202
443	40.16414756
444	40.06626667
445	39.98829057
446	39.92624279
447	39.85993532
448	39.77408367
449	39.68772193
450	39.62422943
451	39.53465855
452	39.45658168
453	39.39053621
454	39.33066605
455	39.26319444
456	39.19236347
457	39.11003913
458	39.00439473
459	38.93900439
460	38.88840355
461	38.81486646
462	38.7555867
463	38.69264209
464	38.62274201
465	38.56195275
466	38.50844957
467	38.46262299
468	38.39512318
469	38.31445897
470	38.25488929
471	38.19294784
472	38.10893878
473	38.03830033
474	37.97207035
475	37.91691303
476	37.86007463
477	37.76947476
478	37.72700026
479	37.61457776
480	37.52051062
481	37.46175448
482	37.39247079
483	37.31534552
484	37.25290678
485	37.20248662
486	37.13403622
487	37.07248336
488	37.01256666
489	36.94894373
490	36.8964996
491	36.80273353
492	36.72894732
493	36.66534713
494	36.6036813
495	36.54894917
496	36.47757755
497	36.44175274
498	36.39720016
499	36.33654401
500	36.28646093
501	36.22249873
502	36.13258152
503	36.0730177
504	36.02374047
505	35.97344754
506	35.92725682
507	35.87865644
508	35.78875532
509	35.73303731
510	35.6882791
511	35.64931331
512	35.59020976
513	35.5306961
514	35.49363397
515	35.44175357
516	35.38689259
517	35.33394509
518	35.27823792
519	35.22055329
520	35.13878944
521	35.08636225
522	35.03777589
523	34.9887882
524	34.93754702
525	34.88648022
526	34.83807569
527	34.7894215
528	34.73593429
529	34.69804792
530	34.61984324
531	34.57369503
532	34.48965269
533	34.43876382
534	34.36925598
535	34.29820225
536	34.21934798
537	34.173977
538	34.13148003
539	34.08135011
540	34.03198664
541	33.98188105
542	33.9057264
543	33.8513817
544	33.78036844
545	33.73741166
546	33.69482123
547	33.6514215
548	33.59123926
549	33.50252812
550	33.44872933
551	33.41886394
552	33.35868613
553	33.28723811
554	33.26039895
555	33.21790486
556	33.17066411
557	33.12464714
558	33.08496831
559	33.04594389
560	33.01375351
561	32.96107672
562	32.88752252
563	32.85438452
564	32.80603699
565	32.76376311
566	32.72135341
567	32.67943698
568	32.64637347
569	32.5747975
570	32.52508198
571	32.46878994
572	32.42806433
573	32.39045829
574	32.34441784
575	32.27926914
576	32.23719155
577	32.19819546
578	32.15879916
579	32.09949536
580	32.05930909
581	32.01561335
582	31.97411774
583	31.93059451
584	31.87617757
585	31.83571806
586	31.79990944
587	31.74842216
588	31.69110904
589	31.65566265
590	31.62254056
591	31.58661696
592	31.55287732
593	31.50769509
594	31.45201468
595	31.40028581
596	31.34666662
597	31.27968414
598	31.21483636
599	31.17570648
600	31.14176518
601	31.07379639
602	30.98983013
603	30.95143604
604	30.90896808
605	30.84488833
606	30.81618333
607	30.78333462
608	30.74507948
609	30.69842965
610	30.62452183
611	30.56746494
612	30.5241878
613	30.48427163
614	30.4479261
615	30.40601374
616	30.37402847
617	30.33583155
618	30.29661841
619	30.22308118
620	30.18918974
621	30.12523322
622	30.06400041
623	30.02635692
624	30.00409957
625	29.94545251
626	29.88492548
627	29.85623355
628	29.81790833
629	29.78629849
630	29.72719556
631	29.70033223
632	29.66895318
633	29.63193108
634	29.59569121
635	29.53985097
636	29.50608274
637	29.47326864
638	29.44102718
639	29.40190047
640	29.37210128
641	29.30774912
642	29.27115832
643	29.24322047
644	29.21409057
645	29.16382313
646	29.12296352
647	29.08930066
648	29.06040336
649	29.02986102
650	28.99656753
651	28.96382503
652	28.92936513
653	28.87401486
654	28.8458927
655	28.8041724
656	28.77680272
657	28.74877355
658	28.71217366
659	28.68312089
660	28.65447615
661	28.61999394
662	28.57635609
663	28.55197785
664	28.52334168
665	28.48676247
666	28.42895742
667	28.39605226
668	28.36824512
669	28.31217011
670	28.2812545
671	28.25420573
672	28.22735188
673	28.2011546
674	28.17022125
675	28.14014684
676	28.10695739
677	28.07430145
678	28.0437234
679	28.01303979
680	27.98035812
681	27.95098829
682	27.92109163
683	27.89016402
684	27.86112785
685	27.8367363
686	27.8123842
687	27.78846933
688	27.76505951
689	27.74081126
690	27.69009472
691	27.66510463
692	27.63998829
693	27.6136744
694	27.59276922
695	27.53678612
696	27.50919114
697	27.47607176
698	27.44594067
699	27.42407322
700	27.40439855
701	27.37441495
702	27.33294989
703	27.30262505
704	27.27347715
705	27.23642604
706	27.20193927
707	27.18003658
708	27.12025734
709	27.06983269
710	27.02940612
711	27.00254477
712	26.97720616
713	26.95120881
714	26.92500742
715	26.89487094
716	26.83953552
717	26.81322407
718	26.76904996
719	26.74705097
720	26.72104278
721	26.69559782
722	26.66491364
723	26.62076095
724	26.56555914
725	26.54133912
726	26.52055842
727	26.49232925
728	26.46876765
729	26.42048176
730	26.40064824
731	26.37055677
732	26.34753367
733	26.3211554
734	26.30727975
735	26.26151571
736	26.20942076
737	26.18607619
738	26.1617231
739	26.13402635
740	26.06315977
741	26.0382832
742	26.00584539
743	25.98040426
744	25.95627005
745	25.93314387
746	25.88351781
747	25.8409589
748	25.81583928
749	25.76272945
750	25.73959222
751	25.71659922
752	25.66500991
753	25.63893748
754	25.62311848
755	25.60149064
756	25.56182134
757	25.54118697
758	25.51929476
759	25.45209918
760	25.42749266
761	25.40336281
762	25.35520704
763	25.33248541
764	25.30723228
765	25.28027303
766	25.25695174
767	25.23223487
768	25.18430081
769	25.14127059
770	25.11590673
771	25.09284193
772	25.05810961
773	25.04377795
774	25.02156208
775	25.00031422
776	24.97765047
777	24.95085235
778	24.92665115
779	24.90782257
780	24.86466169
781	24.82051835
782	24.79991429
783	24.77829773
784	24.75106967
785	24.70183081
786	24.65051149
787	24.60266522
788	24.57818692
789	24.5599643
790	24.53102922
791	24.50590802
792	24.48411355
793	24.46227397
794	24.4372339
795	24.41632795
796	24.37529707
797	24.33237336
798	24.31142593
799	24.29377766
800	24.25225869
801	24.23120295
802	24.21042958
803	24.18724227
804	24.14242923
805	24.1050641
806	24.08629473
807	24.06666495
808	24.02044684
809	24.00024064
810	23.98022013
811	23.96152609
812	23.9435704
813	23.8942863
814	23.8645973
815	23.82239938
816	23.80360111
817	23.78202327
818	23.73533438
819	23.71446816
820	23.68939093
821	23.67174497
822	23.64900301
823	23.62581358
824	23.58346744
825	23.54056752
826	23.50179136
827	23.46003875
828	23.43898964
829	23.39873087
830	23.36081508
831	23.33583538
832	23.29406844
833	23.27129836
834	23.23038919
835	23.21426513
836	23.14285808
837	23.12005018
838	23.1044559
839	23.06262442
840	23.04368089
841	23.02266798
842	22.98409197
843	22.94777452
844	22.92902186
845	22.88994597
846	22.85056492
847	22.83594395
848	22.81547609
849	22.77744385
850	22.73809588
851	22.71940601
852	22.68470119
853	22.64466175
854	22.61426191
855	22.59799288
856	22.58126285
857	22.56054168
858	22.52235381
859	22.48947056
860	22.46964917
861	22.41599434
862	22.40020807
863	22.36518948
864	22.34984499
865	22.33168512
866	22.30005982
867	22.26537178
868	22.24739075
869	22.233957
870	22.21348778
871	22.19400036
872	22.16982841
873	22.13060069
874	22.11101624
875	22.07712629
876	22.03904671
877	22.02363687
878	21.98941953
879	21.94801179
880	21.9021446
881	21.86916607
882	21.84088137
883	21.82278396
884	21.7762256
885	21.74470403
886	21.7105507
887	21.67808706
888	21.65860107
889	21.64319295
890	21.60537188
891	21.58734409
892	21.55515451
893	21.539162
894	21.51153418
895	21.47774403
896	21.43367419
897	21.39972153
898	21.36261158
899	21.34739278
900	21.33237305
901	21.29611837
902	21.28331167
903	21.26235745
904	21.24945516
905	21.21494226
906	21.17988538
907	21.16420283
908	21.14011088
909	21.12128172
910	21.10145089
911	21.07159011
912	21.04288495
913	21.01166623
914	20.98546751
915	20.97037822
916	20.94973417
917	20.93236486
918	20.90357145
919	20.87362541
920	20.84408133
921	20.79887131
922	20.77853422
923	20.7651329
924	20.75334202
925	20.74120201
926	20.71198473
927	20.69412822
928	20.66673731
929	20.6396486
930	20.62339824
931	20.59718331
932	20.56649781
933	20.55035108
934	20.5322091
935	20.50233607
936	20.4778133
937	20.4613792
938	20.43334444
939	20.41912303
940	20.40305992
941	20.39119582
942	20.36167716
943	20.3346035
944	20.30878269
945	20.29400388
946	20.27609391
947	20.25694928
948	20.24318964
949	20.21904976
950	20.20279673
951	20.19133999
952	20.16699652
953	20.15341821
954	20.13941729
955	20.12268062
956	20.09405906
957	20.07891624
958	20.05733562
959	20.04778822
960	20.0077898
961	19.97989044
962	19.95145221
963	19.93815054
964	19.91726878
965	19.89493522
966	19.87951909
967	19.86624079
968	19.85042045
969	19.82590843
970	19.81547019
971	19.79306296
972	19.75507079
973	19.74274515
974	19.71783305
975	19.69456223
976	19.67710808
977	19.66233992
978	19.64847751
979	19.63634456
980	19.61045342
981	19.59822497
982	19.57184341
983	19.53863045
984	19.52668596
985	19.47792595
986	19.46680408
987	19.44691631
988	19.42847696
989	19.40921743
990	19.38963403
991	19.36347635
992	19.35227199
993	19.32966616
994	19.30468184
995	19.28520678
996	19.26350596
997	19.24762344
998	19.19638523
999	19.18236182
